ID Major Bachelor Master Doctor
(3801, Engineering technologies and engineering-related fields, (15861, 2367), (5131, 2115), (151, 61))
(3802, Engineering technology general , (1376, 144), (221, 110), (8, 4))
(3803, Architectural engineering technology/technician, (272, 59), (9, 9), (0, 0))
(3804, Civil engineering technology/technician , (461, 66), (0, 0), (0, 0))
(3805, Electrical/electronic/communications eng. technology/technician, (1247, 121), (14, 2), (0, 0))
(3806, Laser and optical technology/technician , (0, 0), (0, 0), (0, 0))
(3807, Telecommunications technology/technician , (44, 7), (141, 45), (0, 0))
(3808, Electrical/electronic eng. technologies/technicians other, (175, 24), (10, 3), (0, 0))
(3809, Biomedical technology/technician, (44, 11), (4, 1), (0, 3))
(3810, Electromechanical technology/electromechanical eng. Technology, (132, 9), (6, 0), (0, 0))
(3811, Instrumentation technology/technician, (34, 1), (0, 0), (0, 0))
(3812, Robotics technology/technician, (32, 2), (9, 3), (0, 0))
(3813, Automation engineer technology/technician, (119, 9), (0, 0), (0, 0))
(3814, Electromechanical/instrumentation and maintenance technol./tech, (11, 4), (0, 0), (0, 0))
(3815, Heating ventilation air conditioning and refrig. eng. technol./tech., (1, 0), (0, 0), (0, 0))
(3816, Energy management and systems technology/technician, (96, 20), (87, 15), (0, 0))
(3817, Solar energy technology/technician , (0, 0), (11, 4), (0, 0))
(3818, Water quality/wastewater treatment manage./recycling technol./tech, (1, 0), (0, 0), (0, 0))
(3819, Environmental engineering technology/environmental technology, (92, 43), (41, 42), (0, 0))
(3820, Hazardous materials management and waste technology/technician, (1, 0), (0, 0), (0, 0))
(3821, Environmental control technologies/technicians other, (3, 3), (17, 8), (0, 0))
(3822, Plastics and polymer engineering technology/technician, (89, 17), (5, 0), (0, 0))
(3823, Industrial technology/technician, (1554, 200), (260, 119), (13, 2))
(3824, Manufacturing engineering technology/technician, (617, 59), (70, 16), (0, 0))
(3825, Welding engineering technology/technician, (18, 1), (0, 0), (0, 0))
(3826, Industrial production technologies/technicians other, (212, 38), (2, 5), (0, 0))
(3827, Occupational safety and health technology/technician , (1290, 286), (443, 149), (4, 0))
(3828, Quality control technology/technician , (4, 1), (34, 28), (0, 0))
(3829, Industrial safety technology/technician, (157, 39), (17, 3), (0, 0))
(3830, Quality control and safety technologies/technicians other, (35, 1), (3, 8), (0, 0))
(3831, Aeronautical/aerospace engineering technology/technician, (174, 30), (36, 7), (0, 0))
(3832, Automotive engineering technology/technician, (343, 22), (94, 3), (1, 1))
(3833, Mechanical engineering/mechanical technology/technician, (1810, 144), (7, 10), (0, 0))
(3834, Mechanical engineering related technologies/technicians other, (240, 16), (0, 0), (0, 0))
(3835, Mining technology/technician, (1, 0), (0, 0), (0, 0))
(3836, Petroleum technology/technician, (53, 8), (0, 0), (0, 0))
(3837, Mining and petroleum technologies/technicians other, (0, 0), (0, 0), (0, 0))
(3838, Construction engineering technology/technician, (1936, 212), (133, 48), (1, 0))
(3839, Surveying technology/surveying , (155, 15), (6, 1), (5, 2))
(3840, Hydraulics and fluid power technology/technician , (0, 0), (0, 0), (0, 0))
(3841, Engineering-related technologies other, (9, 3), (0, 0), (0, 0))
(3842, Computer engineering technology/technician, (537, 51), (0, 0), (0, 0))
(3843, Computer technology/computer systems technology, (218, 27), (257, 97), (0, 1))
(3844, Computer hardware technology/technician, (0, 0), (0, 0), (0, 0))
(3845, Computer software technology/technician, (46, 11), (0, 0), (2, 0))
(3846, Computer engineering technologies/technicians other, (40, 2), (0, 0), (0, 0))
(3847, Drafting and design technologies/technicians general , (51, 63), (10, 48), (0, 0))
(3848, CAD/CADD drafting and/or design technology/technician, (130, 39), (40, 22), (0, 1))
(3849, Architectural drafting and architectural CAD/CADD, (20, 5), (21, 13), (0, 0))
(3850, Civil drafting and civil engineering CAD/CADD, (3, 1), (0, 0), (0, 0))
(3851, Mechanical drafting and mechanical drafting CAD/CADD , (21, 9), (0, 0), (0, 0))
(3852, Drafting/design engineering technologies/technicians other, (21, 4), (0, 0), (0, 0))
(3853, Nuclear engineering technology/technician , (162, 13), (1, 0), (0, 0))
(3854, Engineering/industrial management, (862, 238), (2855, 1159), (100, 34))
(3855, Engineering design, (1, 1), (43, 34), (2, 0))
(3856, Packaging science, (223, 167), (23, 15), (0, 2))
(3857, Engineering-related fields other , (80, 37), (11, 7), (4, 7))
(3858, Nanotechnology, (13, 8), (49, 14), (11, 4))
(3859, Engineering tech. and engineering-related fields other, (595, 76), (141, 67), (0, 0))
